Transaction Type,Payee/Customer/Vendor Name,Amount,Transaction Description,Posting Date,Transaction ID,Fund1,Dept1,Div1,Dept_Name,Year,Fund_Name
EX,MOHAVE ELECTRIC COOPERATIVE INC,"$7,387.11",ELECTRIC SERVICE FOR HIGHWAY 95 AND CORWIN ROAD TRAFFIC SIGNAL - 7345,20170922,1318 - 082517 - 09/22/2017 - 4568,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6106 - TRAFFIC SIGNAL IMPROVEMNT,Capital Outlay,2017,TRANSPORTATION
EX,THATCHER COMPANY OF ARIZONA,"$5,437.15",SLURRY ALUMINUM SULFATE - 7340,20170518,2022 - 742935 - 05/18/2017 - 4567,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,Capital Outlay,2017,TRANSPORTATION
EX,TRAFFIC SAFETY INC,"$9,058.90",STRIPING FOR NSIP PROJECT - 7340,20170530,4228 - 3690 - 05/30/2017 - 4567,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,Capital Outlay,2017,TRANSPORTATION
EX,INNOVATIVE MECHANICAL SYSTEMS INC,"$93,400.00",CITY HALL WEST HVAC REPLACEMENT 17-C-005 - 7320,20171214,20268 - 3889 - 12/14/2017 - 4640,314 - MUNICIPAL FACILITIES,700 - CAPITAL OUTLAY,3571 - FACILITY IMPROVEMENTS,Capital Outlay,2017,MUNICIPAL FACILITIES
EX,"ANDERSON-NELSON, INC.","$235,000.00",ENGINEERING SERVICES FOR LAUGHLIN RANCH BLVD PROJECT 17-E-011 - 7340,20171116,1831 - 27850 - 11/16/2017 - 10466,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,Capital Outlay,2017,LAUGHLIN RANCH ID
EX,"ANDERSON-NELSON, INC.","$37,168.25",LAUGHLIN RANCH IMPROVEMENT CONSTRUCTION STAKING & MANAGEMENT - 7340,20180313,1831 - 27911 - 03/13/2018 - 10466,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,Capital Outlay,2018,LAUGHLIN RANCH ID
EX,"GREENBERG TRAURIG,","$101,879.34",BOND COUNSEL FEE AND EXPENSES - 7340,20171220,5328 - 2018-00000733 - 12/20/2017 - 10466,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,Capital Outlay,2017,LAUGHLIN RANCH ID
EX,GUST ROSENFELD P.L.C.,"$25,000.00",UNDERWRITER'S COUNSEL - 7340,20171220,2452 - 2018-00000734 - 12/20/2017 - 10466,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,Capital Outlay,2017,LAUGHLIN RANCH ID
EX,MCCORMICK CONSTRUCTION CO,"$712,427.66",LAUGHLIN RANCH BOULEVARD IMPROVEMENT APPLICATION NO: 1 - 7340,20180213,1307 - 2018-00000794 - 02/13/2018 - 10466,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,Capital Outlay,2018,LAUGHLIN RANCH ID
EX,MCCORMICK CONSTRUCTION CO,"$215,410.47",LAUGHLIN RANCH BOULEVARD IMPROVEMENT APPLICATION NO: 2 - 7340,20180308,1307 - 2 - 03/08/2018 - 10466,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,Capital Outlay,2018,LAUGHLIN RANCH ID
EX,MOHAVE ELECTRIC COOPERATIVE INC,"$15,900.62",ELECTRIC SERVICE FOR LAUGHLIN RANCH BLVD EXTENSION ID 17-E-011 - 7340,20171120,1318 - 2017431 - 11/20/2017 - 10466,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,Capital Outlay,2017,LAUGHLIN RANCH ID
EX,MOHAVE ELECTRIC COOPERATIVE INC,"$34,638.80",LAUGHLIN RANCH BLVD EXTENSION WORK ORDER #2017430 - 7340,20171128,1318 - 2017430 - 11/28/2017 - 10466,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,Capital Outlay,2017,LAUGHLIN RANCH ID
EX,"POOLER, J R","$20,000.00",LAUGHLIN RANCH BLVD IMPROVEMENTS PROJECT 17-E-011 - 7340,20171116,20306 - 17006 - 11/16/2017 - 10466,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,Capital Outlay,2017,LAUGHLIN RANCH ID
EX,S&P GLOBAL RATINGS,"$10,734.00",ANALYTICAL SERVICES RENDERED LAUGHLIN RANCH IMP DISTRICT - 7340,20171220,20315 - 11340778 - 12/20/2017 - 10466,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,Capital Outlay,2017,LAUGHLIN RANCH ID
EX,SOUTHWEST GAS CORPORATION,"$28,300.03",LAUGHLIN RANCH BLVD LINE RELOCATION AGREEMENT #3498281 - 7340,20180110,1467 - 3498281 - 01/10/2018 - 10466,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,Capital Outlay,2018,LAUGHLIN RANCH ID
EX,STIFEL NICOLAUS & COMPANY,"$26,916.00",LAUGHLIN RANCH BLVD IMP DIST OFFICIAL STATEMENTS - 7340,20171220,866 - AZ1712008 - 12/20/2017 - 10466,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,Capital Outlay,2017,LAUGHLIN RANCH ID
EX,BORDER STATES ELECTRIC SUPPLY,"$7,050.22","COMPACTLOGIX 5332E, 16 POINT STOCK BASE, ETC. - 7410",20170516,3327 - 912907726 - 05/16/2017 - 5326,501 - WASTEWATER OPS,700 - CAPITAL OUTLAY,6400 - WASTEWATER,Capital Outlay,2017,WASTEWATER OPS
EX,BORDER STATES ELECTRIC SUPPLY,"$29,206.02",MCC2100SCII ALLEN BRADLEY CENTERLINE 2100 MCC #600AMP RATED - 7410,20170522,3327 - 912961614 - 05/22/2017 - 5326,501 - WASTEWATER OPS,700 - CAPITAL OUTLAY,6400 - WASTEWATER,Capital Outlay,2017,WASTEWATER OPS
EX,EMPIRE SOUTHWEST LLC,"$129,979.72",2018 CATERPILLAR MODEL 420F2 BACKHOE W/BUCKETS & THUMB - 7410,20180328,1191 - EMSL00052033 - 03/28/2018 - 5326,501 - WASTEWATER OPS,700 - CAPITAL OUTLAY,6400 - WASTEWATER,Capital Outlay,2018,WASTEWATER OPS
EX,PIONEER EQUIPMENT INC,"$32,749.80","RAS PUMP COMPLETE WITH MOTOR, MOUNTING BASE & COUPLING GUARD - 7410",20170426,96 - 151644 - 04/26/2017 - 5326,501 - WASTEWATER OPS,700 - CAPITAL OUTLAY,6400 - WASTEWATER,Capital Outlay,2017,WASTEWATER OPS
EX,AZ EQUIPMENT PARTS,"$6,558.00",CUSTOM DESIGN FAB STEEL SPECS SHADE STRUCTURES - 7350,20170829,20176 - 2970 - 08/29/2017 - 5467,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,AZCA DRILLING & PUMP INC,"$145,800.00",SECTION 10 WWTP EFFLUENT INJECTION WELL DRILLING - 7350,20170509,212 - 1 - 05/09/2017 - 5467,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,BORDER STATES ELECTRIC SUPPLY,"$33,688.04",MATERIALS NEEDED FOR SECTION 10 WWTP INJECTION WELL - 7350,20170517,3327 - 912788562 - 05/17/2017 - 5467,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,ECOVERDE LLC,"$50,550.00","EG-6.1T ODOR CONTROL SYSTEM, LABOR/ASSESMBLY/STARTUP - 7410",20170630,683 - 1-062017 - 06/30/2017 - 9303,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6499 - MISC SEWER IMPROVEMENTS,Capital Outlay,2017,SEWER DEVELOPMENT
EX,HACH COMPANY,"$9,496.90",DB TS-LINE SC/IMMERSION 50G/L WIPER SS - 7350,20170818,1239 - 10563629 - 08/18/2017 - 5470,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6406 - SECT18 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,HACH COMPANY,"$18,311.68","KTO: FT660SC W/SC200 2CH, CHLORINE ANALYZER FOR SECTION 18 PLANT - 7350",20170811,1239 - 10550958 - 08/11/2017 - 5470,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6406 - SECT18 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,HYDROSYSTEMS INC,"$6,720.50",OPERATION & MAINTENANCE SUPPORT THROUGH 11/30/17 - 7350,20171218,6758 - 17-798.1 - 12/18/2017 - 5467,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,HYDROSYSTEMS INC,"$11,658.30",OPERATION AND MAINTENANCE SUPPORT THROUGH 12/31/17 - 7350,20180116,6758 - 17-798.2 - 01/16/2018 - 5467,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,Capital Outlay,2018,SEWER DEVELOPMENT
EX,HYDROSYSTEMS INC,"$5,073.50",SECTION 10 WWTP EFFLUENT INJECTION WELLS - 7350,20170515,6758 - 15-741.8 - 05/15/2017 - 5467,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,HYDROSYSTEMS INC,"$8,214.59",SECTION 10 WWTP EFFLUENT INJECTION WELLS PROJECT - 7350,20171106,6758 - 17-786.5 - 11/06/2017 - 5467,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,HYDROSYSTEMS INC,"$10,277.86",SECTION 10 WWTP EFFLUENT INJECTION WELLS THROUGH 08/31/17  - 7350,20171004,6758 - 17-786.4 - 10/04/2017 - 5467,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,LAVEEN PUMP COMPANY,"$250,000.00",PROJECT 15-E-008 - 7350,20170814,20138 - 5171 - 08/14/2017 - 5467,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,LAVEEN PUMP COMPANY,"$9,000.00",START UP TESTING BOTH WELLS - PROJECT 15-E-008 - 7350,20171019,20138 - 5181 - 10/19/2017 - 5467,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,MANHOLE COATINGS LLC,"$10,150.00","2017 MANHOLE REHABILITATION PROGRAM PROJECT 16-E-010, FINAL PMT - 7350",20170913,3941 - 520 - 09/13/2017 - 7901,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6410 - MANHOLE REHABILITATION,Capital Outlay,2017,SEWER DEVELOPMENT
EX,MORRISON MAIERLE INC,"$5,665.98",ENGINEERING SERVICES FOR SECTION 18 BELT FILTER THROUGH 02/24/17 - 7350,20170417,13716 - 177134 - 04/17/2017 - 5470,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6406 - SECT18 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,NOT APPLICABLE,"$21,691.26",SEWER IMPROVEMENTS - 7350,20170630,2017-00010038 - 5040563,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6410 - MANHOLE REHABILITATION,Capital Outlay,2017,SEWER DEVELOPMENT
EX,PREMIER BACKHOE INC,"$87,809.68",REPLACEMENT OF ORIGINAL BULLHEAD GRAVITY SEWER MAIN 16-E-015 - 7350,20170815,6391 - 6093 - 08/15/2017 - 5474,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6499 - MISC SEWER IMPROVEMENTS,Capital Outlay,2017,SEWER DEVELOPMENT
EX,STEVE P RADOS INC,"$326,896.49",FINAL SETTLEMENT CHANGE ORDER - 7350,20170630,1152 - FINAL SETTLEMENT - 06/30/2017 - 5468,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6405 - LIFT STATION REHAB,Capital Outlay,2017,SEWER DEVELOPMENT
EX,TECHNOLOGY CONSTRUCTION INC,"$118,938.00",PAYMENT APPLICATION 3 - SECTION 10 WWTP INJECTION WELLS - 7350,20170426,1480 - 3 - 04/26/2017 - 5467,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,TECHNOLOGY CONSTRUCTION INC,"$185,125.00",PAYMENT APPLICATION 4 - SECTION 10 WWTP INJECTION WELLS - 7350,20170605,1480 - 4 - 06/05/2017 - 5467,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,TECHNOLOGY CONSTRUCTION INC,"$19,200.00",PAYMENT APPLICATION 5 - SECTION 10 WWTP INJECTION WELLS - 7350,20170630,1480 - 5-1 - 06/30/2017 - 5467,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,TECHNOLOGY CONSTRUCTION INC,"$244,387.50",PERIOD ENDING 09/01/2017 - 7350,20171004,1480 - NO. 6 - 10/04/2017 - 5467,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,ZENON ENVIRONMENTAL CORPORATION,"$74,972.05",10% COMPLETION OF INSTALLATION-SECTION 18 WWTP MEMBRANES PHASE 2 - 7350,20180313,15289 - 99162001 - 03/13/2018 - 5470,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6406 - SECT18 TRTMNT PLNT IMPRV,Capital Outlay,2018,SEWER DEVELOPMENT
EX,ZENON ENVIRONMENTAL CORPORATION,"$224,916.15",30% ACCEPTANCE PAYMENT - SECTION 18 WWTP MEMBRANES PHASE 2 - 7350,20171005,15289 - 98941022 - 10/05/2017 - 5470,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6406 - SECT18 TRTMNT PLNT IMPRV,Capital Outlay,2017,SEWER DEVELOPMENT
EX,ZENON ENVIRONMENTAL CORPORATION,"$449,832.32",60% ON MEMBRANES SHIPPED - SECTION 18 MEMBRANES PHASE 2 - 7350,20180109,15289 - 99079000 - 01/09/2018 - 5470,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6406 - SECT18 TRTMNT PLNT IMPRV,Capital Outlay,2018,SEWER DEVELOPMENT
EX,TSI INCORPORATED,"$8,231.52",PORTACOUNT MODEL 8040 RESPIRATOR FIT TESTERS - 7410,20171208,206 - 90944267 - 12/08/2017 - 5729,604 - RISK MANAGEMENT,700 - CAPITAL OUTLAY,2040 - HUMAN RESOURCES,Capital Outlay,2017,RISK MANAGEMENT
EX,ANDERSON FORD,"$19,291.94",2014 FORD F150 XL WORK VEHICLE FOR PEST ABATEMENT - 7420,20170728,9451 - PPD41005 - 07/28/2017 - 6028,606 - FLEET REPLACEMENT,700 - CAPITAL OUTLAY,6200 - FLEET SERVICES,Capital Outlay,2017,FLEET REPLACEMENT
EX,AUTOMOBILE CONSULTING SERVICES LLC,"$21,140.87",2016 GMC SIERRA 1500 REGULAR CAB LONGBED - 7420,20170503,548 - 11745 - 05/03/2017 - 6028,606 - FLEET REPLACEMENT,700 - CAPITAL OUTLAY,6200 - FLEET SERVICES,Capital Outlay,2017,FLEET REPLACEMENT
EX,AUTOMOBILE CONSULTING SERVICES LLC,"$17,250.61",2017 FORD FUSION 4DR SEDAN - 7420,20170719,548 - 108108 - 07/19/2017 - 6028,606 - FLEET REPLACEMENT,700 - CAPITAL OUTLAY,6200 - FLEET SERVICES,Capital Outlay,2017,FLEET REPLACEMENT
EX,AUTOMOBILE CONSULTING SERVICES LLC,"$15,859.34",2017 WHITE CHEVY CRUZE VIN # 1G1BE5SM5H7170390 - 7420,20180326,548 - 108342 - 03/26/2018 - 6028,606 - FLEET REPLACEMENT,700 - CAPITAL OUTLAY,6200 - FLEET SERVICES,Capital Outlay,2018,FLEET REPLACEMENT
EX,FINDLAY MOTOR COMPANY,"$13,858.69",2016 WHITE CHEVY CRUZE VIN # 1G1PC5SGXG7151581 - 7420,20180326,2106 - 2030254 - 03/26/2018 - 6028,606 - FLEET REPLACEMENT,700 - CAPITAL OUTLAY,6200 - FLEET SERVICES,Capital Outlay,2018,FLEET REPLACEMENT
EX,MCINTOSH COMMUNICATIONS,"$11,887.38",POLICE VEHICLE UPFITS - MATERIALS AND INSTALLATION - 7420,20171025,6660 - 199174 - 10/25/2017 - 6028,606 - FLEET REPLACEMENT,700 - CAPITAL OUTLAY,6200 - FLEET SERVICES,Capital Outlay,2017,FLEET REPLACEMENT
EX,PEORIA FORD,"$27,324.66",2018 FORD TAURUS SD - PATROL VEHICLE - 7420,20180131,19980 - 185036 - 01/31/2018 - 6028,606 - FLEET REPLACEMENT,700 - CAPITAL OUTLAY,6200 - FLEET SERVICES,Capital Outlay,2018,FLEET REPLACEMENT
EX,SWANTY'S,"$15,811.31",2014 DODGE JOURNEY 4DR WAGON/SPORT UTILITY - 7420,20170719,99375 - 11102A - 07/19/2017 - 6028,606 - FLEET REPLACEMENT,700 - CAPITAL OUTLAY,6200 - FLEET SERVICES,Capital Outlay,2017,FLEET REPLACEMENT
EX,SWANTY'S,"$18,845.75",2016 DODGE JOURNEY FWD 4DR - 7420,20170719,99375 - P6868 - 07/19/2017 - 6028,606 - FLEET REPLACEMENT,700 - CAPITAL OUTLAY,6200 - FLEET SERVICES,Capital Outlay,2017,FLEET REPLACEMENT
EX,ARTHUR'S SALES AND SERVICE,"$5,730.00",25 HP 480 V MOTOR - 4320,20171005,2922 - 20406 - 10/05/2017 - 2048,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,BOYS & GIRLS CLUB OF THE COLORADO RIVER,"$50,000.00",ANNUAL CONTRIBUTION FOR FY2017-2018 - AFTER SCHOOL PROGRAM - 3160,20170816,2678 - FY2018 - 08/16/2017 - 6198,101 - GENERAL ,650 - PARKS & RECREATION,3505 - RECREATION SERVICES,Culture - Rec,2017,GENERAL 
EX,BUREAU OF LAND MANAGEMENT,"$22,500.00",2017 LEASE AZA 29258 PMT SECTION 12 - 2920 (AZC030) AZA 29258 - 4430,20171018,3292 - AZA 29258 2017 - 10/18/2017 - 6377,101 - GENERAL ,650 - PARKS & RECREATION,3505 - RECREATION SERVICES,Culture - Rec,2017,GENERAL 
EX,CROP PRODUCTION SERVICES,"$7,286.94",15-15-15 MISC 50LB FERTILIZER - 4315,20171127,838 - 34698291 - 11/27/2017 - 2052,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,CROP PRODUCTION SERVICES,"$14,786.58","26-0-0 FUSN 11037 50LB HYDROFUSE, TRIANGLE BERMUDA GRASS 25# - 4315",20170621,838 - 33355578 - 06/21/2017 - 2052,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,CROP PRODUCTION SERVICES,"$49,880.63",FESCUE AND RYEGRASS GRASS SEED - 4315,20171016,838 - 34388387 - 10/16/2017 - 2052,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,CROP PRODUCTION SERVICES,"$5,988.47",30-5-10 HIGH IRON XCU-DUR LPI SIG FERTILIZER - 6520,20170414,838 - 32242287 - 04/14/2017 - 2032,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,EXERPLAY INC,"$9,657.97",SPRYOSLIDE 72 DECK-DB LANDSCAPING STRUCTURE - 4312,20171024,1472 - 19120 - 10/24/2017 - 2051,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,FORTILINE INC.,"$5,043.92",PLUMBING SUPPLIES FOR ANNEX BACKYARD - 6120,20171214,20291 - 4129950 - 12/14/2017 - 2021,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,HELENA CHEMICAL COMPANY,"$5,548.88",FERTILIZER 18-5-0-W/AS & 5%FE - 6520,20180306,1804 - 63749672 - 03/06/2018 - 2032,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2018,GENERAL 
EX,MOHAVE ELECTRIC COOPERATIVE INC,"$6,366.19",176 - LAKESIDE/CHAPARRAL - 4110,20170427,1318 - 176 0417 - 04/27/2017 - 2064,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,MOHAVE ELECTRIC COOPERATIVE INC,"$5,825.01",176 - LAKESIDE/CHAPARRAL - 4110,20170525,1318 - 176 0517 - 05/25/2017 - 2064,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,MOHAVE ELECTRIC COOPERATIVE INC,"$7,179.02",176 - LAKESIDE/CHAPARRAL - 4110,20180224,1318 - 176 0218 - 02/24/2018 - 2064,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2018,GENERAL 
EX,NOT APPLICABLE,"$14,784.00",HEALTH INSURANCE - 1510,20170531,2017-00009727 - 4979039,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$14,784.00",HEALTH INSURANCE - 1510,20170630,2017-00009751 - 4981232,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$7,286.17",HEALTH INSURANCE - 1510,20170715,2018-00005223 - 5121491,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$7,286.17",HEALTH INSURANCE - 1510,20170729,2018-00005223 - 5121471,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$7,286.17",HEALTH INSURANCE - 1510,20170812,2018-00005223 - 5121451,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$7,286.17",HEALTH INSURANCE - 1510,20170826,2018-00005223 - 5121431,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$7,286.17",HEALTH INSURANCE - 1510,20170909,2018-00005223 - 5121408,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$7,286.17",HEALTH INSURANCE - 1510,20170923,2018-00005223 - 5121388,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$6,447.27",HEALTH INSURANCE - 1510,20171007,2018-00005223 - 5121363,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$5,620.21",WATER - 4105,20180331,2018-00008006 - 5195436,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2018,GENERAL 
EX,NOT APPLICABLE,"$7,645.83",VEHICLE REPAIRS & SERVICE - 4330,20170430,2017-00008026 - 4912577,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$7,645.83",VEHICLE REPAIRS & SERVICE - 4330,20170531,2017-00008029 - 4912613,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$7,645.83",VEHICLE REPAIRS & SERVICE - 4330,20170630,2017-00009759 - 4981767,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$6,979.00",VEHICLE REPAIRS & SERVICE - 4330,20170731,2018-00005022 - 5113257,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$6,979.00",VEHICLE REPAIRS & SERVICE - 4330,20170831,2018-00005028 - 5113355,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$6,979.00",VEHICLE REPAIRS & SERVICE - 4330,20170930,2018-00005029 - 5113382,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$6,979.00",VEHICLE REPAIRS & SERVICE - 4330,20171031,2018-00005033 - 5113419,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$6,979.00",VEHICLE REPAIRS & SERVICE - 4330,20171130,2018-00005034 - 5113446,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$6,979.00",VEHICLE REPAIRS & SERVICE - 4330,20171231,2018-00005036 - 5113475,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2017,GENERAL 
EX,NOT APPLICABLE,"$6,979.00",VEHICLE REPAIRS & SERVICE - 4330,20180131,2018-00006598 - 5156681,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2018,GENERAL 
EX,NOT APPLICABLE,"$6,979.00",VEHICLE REPAIRS & SERVICE - 4330,20180228,2018-00006808 - 5162439,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2018,GENERAL 
EX,NOT APPLICABLE,"$6,979.00",VEHICLE REPAIRS & SERVICE - 4330,20180331,2018-00008044 - 5196026,101 - GENERAL ,650 - PARKS & RECREATION,3550 - PARKS MAINTENANCE,Culture - Rec,2018,GENERAL 
