Transaction Type,Payee/Customer/Vendor Name,Amount,Object,Transaction Description,Posting Date,Transaction ID,Fund,Dept,Div,Fund1,Dept1,Div1,Record Number,Fiscal Year
EX,TEXMO OIL COMPANY JOBBERS,"$22,567.88 ",6210,UNLEADED 87 OCT + ETHANOL - 6210,20120723,1479 - 7067217 - 07/23/2012 - 5598,601,660,6200,601 - FLEET SERVICES,660 - PUBLIC WORKS,6200 - FLEET SERVICES,118,2013
RV,NOT APPLICABLE,"$8,369.59 ",413.1,CITY SALES TAX - 413.1000,20120724,2013-00000813 - 3600663,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,119,2013
RV,NOT APPLICABLE,"$97,372.24 ",413.1,CITY SALES TAX - 413.1000,20120724,2013-00000813 - 3600662,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,120,2013
RV,NOT APPLICABLE,"$97,372.24 ",413.1,CITY SALES TAX - 413.1000,20120724,2013-00001982 - 3636345,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,121,2013
EX,"CAAZ CONSTRUCTION , INC","$5,850.00 ",4510,2550 COUNTRY CLUB - ROOF - 4510,20120724,7 - CAAZ147-1 - 07/24/2012 - 3565,215,663,3561,215 - HOUSING REDEVELOPMENT,663 - REDEV AND HOUSING,3561 - HOME,122,2013
RV,NOT APPLICABLE,"$47,958.00 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20120724,2013-00000644 - 3596665,604,0,0,604 - RISK MANAGEMENT,000 - GEN,0000 - GEN,123,2013
RV,NOT APPLICABLE,"$9,977.53 ",413.1,CITY SALES TAX - 413.1000,20120726,2013-00000813 - 3600666,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,124,2013
RV,NOT APPLICABLE,"$368,063.60 ",413.1,CITY SALES TAX - 413.1000,20120726,2013-00000813 - 3600665,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,125,2013
RV,NOT APPLICABLE,"$9,061.68 ",418,FRANCHISE TAXES - 418.0000,20120726,2013-00000736 - 3599124,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,126,2013
RV,NOT APPLICABLE,"$71,906.41 ",435.15,VEHICLE LICENSE TAX - 435.1500,20120726,2013-00000729 - 3598999,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,127,2013
RV,NOT APPLICABLE,"$88,525.72 ",418,FRANCHISE TAXES - 418.0000,20120727,2013-00000759 - 3599775,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,128,2013
RV,NOT APPLICABLE,"$140,978.11 ",444.1,SEWER USER CHARGES - 444.1000,20120728,2013-00000714 - 3598583,501,0,0,501 - WASTEWATER,000 - GEN,0000 - GEN,129,2013
RV,NOT APPLICABLE,"$175,689.87 ",444.1,SEWER USER CHARGES - 444.1000,20120728,2013-00000732 - 3599077,501,0,0,501 - WASTEWATER,000 - GEN,0000 - GEN,130,2013
RV,NOT APPLICABLE,"$84,489.74 ",413.1,CITY SALES TAX - 413.1000,20120730,2013-00000813 - 3600668,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,131,2013
RV,NOT APPLICABLE,"$6,172.49 ",418,FRANCHISE TAXES - 418.0000,20120730,2013-00000789 - 3600349,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,132,2013
RV,NOT APPLICABLE,"$30,000.00 ",447.11,RIVER REGATTA FEES - 447.1100,20120730,2013-00001094 - 3609943,218,0,0,218 - SPECIAL EVENTS,000 - GEN,0000 - GEN,133,2013
RV,NOT APPLICABLE,"$9,914.40 ",444.15,SEWER CAPACITY - 444.1500,20120730,2013-00000791 - 3600494,520,0,0,520 - SEWER DEVELOPMENT,000 - GEN,0000 - GEN,134,2013
RV,NOT APPLICABLE,"$48,883.39 ",413.1,CITY SALES TAX - 413.1000,20120731,2013-00000946 - 3603652,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,135,2013
RV,NOT APPLICABLE,"$63,242.74 ",413.1,CITY SALES TAX - 413.1000,20120731,2013-00002191 - 3643495,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,136,2013
RV,NOT APPLICABLE,"$13,327.63 ",438.13,FIRE DISTRICT DISPATCHING - 438.1300,20120731,2013-00000803 - 3600624,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,137,2013
RV,NOT APPLICABLE,"$49,994.00 ",418,FRANCHISE TAXES - 418.0000,20120731,2013-00002170 - 3642768,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,138,2013
RV,NOT APPLICABLE,"$89,970.00 ",421.4,GENERAL BUSINESS LICENSE - 421.4000,20120731,2013-00001921 - 3634957,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,139,2013
RV,NOT APPLICABLE,"$5,618.49 ",442.1,SPECIAL POLICE SERVICES - 442.1000,20120731,2013-00001181 - 3612803,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,140,2013
RV,NOT APPLICABLE,"$10,035.00 ",442.1,SPECIAL POLICE SERVICES - 442.1000,20120731,2013-00000969 - 3604772,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,141,2013
RV,NOT APPLICABLE,"$11,161.40 ",442.1,SPECIAL POLICE SERVICES - 442.1000,20120731,2013-00001626 - 3625123,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,142,2013
RV,NOT APPLICABLE,"$245,357.74 ",435.13,STATE SALES TAX - 435.1300,20120731,2013-00002350 - 3647007,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,143,2013
RV,NOT APPLICABLE,"$164,962.04 ",435.15,VEHICLE LICENSE TAX - 435.1500,20120731,2013-00002170 - 3642782,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,144,2013
EX,NOT APPLICABLE,"$20,742.35 ",6210,GASOLINE - 6210,20120731,2013-00000975 - 3604786,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - ADMINISTRATION,145,2013
EX,NOT APPLICABLE,"$29,503.83 ",5210,PROPERTY & RISK INSURANCE - 5210,20120731,2013-00001035 - 3607283,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - ADMINISTRATION,146,2013
EX,NOT APPLICABLE,"$18,945.58 ",4330,VEHICLE REPAIRS & SERVICE - 4330,20120731,2013-00001054 - 3608486,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - ADMINISTRATION,147,2013
EX,NOT APPLICABLE,"$5,670.00 ",4430,LAND & BLDG LEASE - 4430,20120731,2013-00004098 - 3702462,101,650,3505,101 - GENERAL ,650 - PARKS & REC,3505 - RECREATION SERVICES,148,2013
EX,NOT APPLICABLE,"$5,041.68 ",4330,VEHICLE REPAIRS & SERVICE - 4330,20120731,2013-00001054 - 3608488,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,149,2013
EX,NOT APPLICABLE,"$122,484.92 ",9030,TRANSFER TO DEBT SRV FUND - 9030,20120731,2013-00005729 - 3754202,101,790,9500,101 - GENERAL ,790 - OPERATING TRANSFERS,9500 - GENERAL SERVICES,150,2013
EX,NOT APPLICABLE,"$12,291.75 ",9020,TRANSFER TO SPEC REV FUND - 9020,20120731,2013-00004197 - 3708004,101,790,9500,101 - GENERAL ,790 - OPERATING TRANSFERS,9500 - GENERAL SERVICES,151,2013
EX,NOT APPLICABLE,"$80,450.00 ",9020,TRANSFER TO SPEC REV FUND - 9020,20120731,2013-00004197 - 3708006,101,790,9500,101 - GENERAL ,790 - OPERATING TRANSFERS,9500 - GENERAL SERVICES,152,2013
RV,NOT APPLICABLE,"$260,296.81 ",435.14,HIGHWAY USER REVENUE - 435.1400,20120731,2013-00002170 - 3642786,201,0,0,201 - STREETS (HURF),000 - GEN,0000 - GEN,153,2013
EX,NOT APPLICABLE,"$9,569.01 ",6220,DIESEL - 6220,20120731,2013-00000975 - 3604792,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,154,2013
EX,NOT APPLICABLE,"$5,295.67 ",5210,PROPERTY & RISK INSURANCE - 5210,20120731,2013-00001035 - 3607316,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,155,2013
EX,NOT APPLICABLE,"$10,805.66 ",4330,VEHICLE REPAIRS & SERVICE - 4330,20120731,2013-00001054 - 3608491,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,156,2013
RV,NOT APPLICABLE,"$80,450.00 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20120731,2013-00004197 - 3708009,202,790,2030,202 - ECONOMIC DEVELOPMENT,790 - OPERATING TRANSFERS,2030 - ECONOMIC DEVELOPMENT,157,2013
RV,NOT APPLICABLE,"$17,880.21 ",431.22,INDIRECT FEDERAL GRANT - 431.2200,20120731,2013-00004686 - 3724076,211,0,3584,211 - TRANSIT,000 - GEN,3584 - TRANSIT ADOT 2012,158,2013
EX,NOT APPLICABLE,"$9,397.39 ",6210,GASOLINE - 6210,20120731,2013-00000975 - 3604806,211,619,3584,211 - TRANSIT,619 - GEN GOVT,3584 - TRANSIT ADOT 2012,159,2013
RV,NOT APPLICABLE,"$12,291.75 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20120731,2013-00004197 - 3708013,211,790,3584,211 - TRANSIT,790 - OPERATING TRANSFERS,3584 - TRANSIT ADOT 2012,160,2013
RV,NOT APPLICABLE,"$12,291.75 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20120731,2013-00006163 - 3769054,211,790,3585,211 - TRANSIT,790 - OPERATING TRANSFERS,3585 - TRANSIT ADOT 2013,161,2013
RV,NOT APPLICABLE,"$131,100.00 ",447.11,RIVER REGATTA FEES - 447.1100,20120731,2013-00001155 - 3612066,218,0,0,218 - SPECIAL EVENTS,000 - GEN,0000 - GEN,162,2013
EX,AMERICHARTER,"$51,720.96 ",4420,75% DOWN PAYMENT ON BUSSES FOR 2012 RIVER REGATTA - 4420,20120731,19732 - G2312-1302 2 - 07/31/2012 - 3716,218,650,3540,218 - SPECIAL EVENTS,650 - PARKS & REC,3540 - RIVER REGATTA,163,2013
EX,NOT APPLICABLE,"$10,173.68 ",3420,BANKING SERVICES - 3420,20120731,2013-00001154 - 3612049,218,650,3540,218 - SPECIAL EVENTS,650 - PARKS & REC,3540 - RIVER REGATTA,164,2013
EX,NOT APPLICABLE,"$14,155.94 ",6120,SPECIALTY SUPPLIES - 6120,20120731,2013-00002691 - 3656263,218,650,3540,218 - SPECIAL EVENTS,650 - PARKS & REC,3540 - RIVER REGATTA,165,2013
RV,NOT APPLICABLE,"$13,327.75 ",431.21,FEDERAL GRANT - 431.2100,20120731,2013-00002280 - 3645192,245,0,0,245 - BHC SR NUTRITION CENTER,000 - GEN,0000 - GEN,166,2013
EX,NOT APPLICABLE,"$5,298.59 ",4330,VEHICLE REPAIRS & SERVICE - 4330,20120731,2013-00001054 - 3608499,304,631,6100,304 - FLOOD CONTROL,631 - TRANSPORTATION,6100 - STREET OPERATIONS,167,2013
RV,NOT APPLICABLE,"$122,484.92 ",491.111,TRANSFER FROM GEN FUND - 491.1110,20120731,2013-00005729 - 3754204,401,790,3575,401 - DEBT SERVICE,790 - OPERATING TRANSFERS,3575 - MUNICIPAL PROPERTY CORP,168,2013
RV,NOT APPLICABLE,"$9,138.50 ",444.18,RECLAIMED WATER - 444.1800,20120731,2013-00000936 - 3603606,501,0,0,501 - WASTEWATER,000 - GEN,0000 - GEN,169,2013
EX,NOT APPLICABLE,"$6,588.33 ",5210,PROPERTY & RISK INSURANCE - 5210,20120731,2013-00001035 - 3607387,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,170,2013
EX,NOT APPLICABLE,"$5,520.84 ",4330,VEHICLE REPAIRS & SERVICE - 4330,20120731,2013-00001054 - 3608502,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,171,2013
RV,NOT APPLICABLE,"$6,724.03 ",440.3,SALE OF FUEL - 440.3000,20120731,2013-00000972 - 3604779,601,0,0,601 - FLEET SERVICES,000 - GEN,0000 - GEN,172,2013
RV,NOT APPLICABLE,"$56,901.44 ",440.3,SALE OF FUEL - 440.3000,20120731,2013-00000975 - 3604814,601,0,0,601 - FLEET SERVICES,000 - GEN,0000 - GEN,173,2013
RV,NOT APPLICABLE,"$49,141.50 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20120731,2013-00001054 - 3608505,601,0,0,601 - FLEET SERVICES,000 - GEN,0000 - GEN,174,2013
EX,NOT APPLICABLE,"$7,429.94 ",6225,TIRES - 6225,20120731,2013-00001638 - 3625959,601,660,6200,601 - FLEET SERVICES,660 - PUBLIC WORKS,6200 - FLEET SERVICES,175,2013
RV,NOT APPLICABLE,"$74,658.38 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20120731,2013-00001035 - 3607393,604,0,0,604 - RISK MANAGEMENT,000 - GEN,0000 - GEN,176,2013
RV,NOT APPLICABLE,"$195,375.00 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20120731,2013-00008880 - 3867947,610,0,0,610 - NORTHWEST AZ EMP BENEFIT TRUST,000 - GEN,0000 - GEN,177,2013
RV,NOT APPLICABLE,"$6,939.00 ",418,FRANCHISE TAXES - 418.0000,20120801,2013-00000865 - 3601962,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,178,2013
EX,"MCKEE, DELORES  PETICA","$8,602.80 ",3215,PUBLIC DEFENDER - 3215,20120801,4570 - AUGUST 2012 - 08/01/2012 - 1586,101,619,9500,101 - GENERAL ,619 - GEN GOVT,9500 - GENERAL SERVICES,179,2013
EX,ZUBRICKS T-SHIRTS,"$16,654.05 ",6120,REGATTA T-SHIRTS - 6120,20120801,3315 - 7997 - 08/01/2012 - 3699,218,650,3540,218 - SPECIAL EVENTS,650 - PARKS & REC,3540 - RIVER REGATTA,180,2013
EX,ZUBRICKS T-SHIRTS,"$14,155.94 ",6120,REGATTA T-SHIRTS BALANCE - 6120,20120801,3315 - 7808 BAL - 08/01/2012 - 3699,218,650,3540,218 - SPECIAL EVENTS,650 - PARKS & REC,3540 - RIVER REGATTA,181,2013
EX,US POSTMASTERS,"$8,000.00 ",6150,POSTAGE FOR WASTEWATER BILLING - 6150,20120801,1492 - AUGUST 2012 - 08/01/2012 - 5092,501,615,2510,501 - WASTEWATER,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,182,2013
EX,CREDITRON CORPORATION,"$9,729.90 ",7410,DEPOSIT ON CHECK PROCESSING EQUIPMENT - 7410,20120801,14193 - I8472 - 08/01/2012 - 5323,501,700,2510,501 - WASTEWATER,700 - CAPITAL OUTLAY,2510 - BILLING AND COLLECTION,183,2013
RV,NOT APPLICABLE,"$30,000.00 ",447.11,RIVER REGATTA FEES - 447.1100,20120802,2013-00000905 - 3602710,218,0,0,218 - SPECIAL EVENTS,000 - GEN,0000 - GEN,184,2013
EX,AUTOMOBILE CONSULTING SERVICES LLC,"$19,732.33 ",7420,2012 CHEVROLET 1500 REG CAB - 7420,20120802,548 - 106712 - 08/02/2012 - 5327,501,700,6400,501 - WASTEWATER,700 - CAPITAL OUTLAY,6400 - WASTEWATER,185,2013
RV,NOT APPLICABLE,"$79,645.00 ",447.11,RIVER REGATTA FEES - 447.1100,20120803,2013-00001155 - 3612131,218,0,0,218 - SPECIAL EVENTS,000 - GEN,0000 - GEN,186,2013
PY,NOT APPLICABLE,"$5,892.00 ",1510,HEALTH INSURANCE - 1510,20120804,2013-00001051 - 3607569,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,187,2013
PY,NOT APPLICABLE,"$18,699.89 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3607573,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,188,2013
PY,NOT APPLICABLE,"$5,259.90 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3607580,101,613,2000,101 - GENERAL ,613 - EXECUTIVE,2000 - CITY MANAGER,189,2013
PY,NOT APPLICABLE,"$9,797.53 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3607592,101,615,2500,101 - GENERAL ,615 - FIN ADMIN,2500 - BUDGET AND ACCOUNTING,190,2013
PY,NOT APPLICABLE,"$21,377.35 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3607608,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,191,2013
PY,NOT APPLICABLE,"$6,792.57 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3607620,101,619,2050,101 - GENERAL ,619 - GEN GOVT,2050 - TECH SERVICES,192,2013
PY,NOT APPLICABLE,"$9,488.73 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001059 - 3608798,101,619,2050,101 - GENERAL ,619 - GEN GOVT,2050 - TECH SERVICES,193,2013
PY,NOT APPLICABLE,"$6,944.80 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3607630,101,619,3020,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,194,2013
PY,NOT APPLICABLE,"$6,054.71 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3607637,101,619,3030,101 - GENERAL ,619 - GEN GOVT,3030 - CODE ENFORCEMENT,195,2013
PY,NOT APPLICABLE,"$6,340.49 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3607643,101,619,3570,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,196,2013
PY,NOT APPLICABLE,"$17,285.59 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3607660,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - ADMINISTRATION,197,2013
PY,NOT APPLICABLE,"$35,400.00 ",1570,EMPLOYEE ALLOWANCE - 1570,20120804,2013-00001051 - 3607768,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,198,2013
PY,NOT APPLICABLE,"$25,580.95 ",1510,HEALTH INSURANCE - 1510,20120804,2013-00001051 - 3607679,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,199,2013
PY,NOT APPLICABLE,"$16,100.91 ",1140,OVERTIME WAGES - 1140,20120804,2013-00001051 - 3607665,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,200,2013
PY,NOT APPLICABLE,"$27,638.95 ",1535,PUBLIC SAFETY RETIREMENT - 1535,20120804,2013-00001051 - 3607726,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,201,2013
PY,NOT APPLICABLE,"$125,006.75 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3607769,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,202,2013
PY,NOT APPLICABLE,"$9,006.28 ",1560,WORKERS COMPENSATION - 1560,20120804,2013-00001051 - 3607747,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,203,2013
PY,NOT APPLICABLE,"$6,600.00 ",1570,EMPLOYEE ALLOWANCE - 1570,20120804,2013-00001051 - 3607825,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - CID,204,2013
PY,NOT APPLICABLE,"$5,944.26 ",1510,HEALTH INSURANCE - 1510,20120804,2013-00001051 - 3607787,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - CID,205,2013
PY,NOT APPLICABLE,"$31,173.84 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3607826,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - CID,206,2013
PY,NOT APPLICABLE,"$15,785.64 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3607838,101,621,5030,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - SUPPORT SERVICES,207,2013
PY,NOT APPLICABLE,"$8,630.70 ",1570,EMPLOYEE ALLOWANCE - 1570,20120804,2013-00001051 - 3607868,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,208,2013
PY,NOT APPLICABLE,"$5,648.54 ",1510,HEALTH INSURANCE - 1510,20120804,2013-00001051 - 3607844,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,209,2013
PY,NOT APPLICABLE,"$26,202.99 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3607869,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,210,2013
PY,NOT APPLICABLE,"$9,319.57 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3607892,101,641,5050,101 - GENERAL ,641 - HEALTH AND WELFARE,5050 - ANIMAL CARE AND WELFARE,211,2013
PY,NOT APPLICABLE,"$5,401.00 ",1510,HEALTH INSURANCE - 1510,20120804,2013-00001051 - 3607986,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,212,2013
PY,NOT APPLICABLE,"$17,515.81 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3607992,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,213,2013
PY,NOT APPLICABLE,"$7,396.55 ",1510,HEALTH INSURANCE - 1510,20120804,2013-00001051 - 3608040,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,214,2013
PY,NOT APPLICABLE,"$20,844.39 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3608046,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,215,2013
PY,NOT APPLICABLE,"$9,873.64 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3608326,211,619,3584,211 - TRANSIT,619 - GEN GOVT,3584 - TRANSIT ADOT 2012,216,2013
PY,NOT APPLICABLE,"$8,984.29 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3608217,501,615,2510,501 - WASTEWATER,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,217,2013
PY,NOT APPLICABLE,"$9,329.00 ",1510,HEALTH INSURANCE - 1510,20120804,2013-00001051 - 3608238,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,218,2013
PY,NOT APPLICABLE,"$8,178.72 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001059 - 3608809,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,219,2013
PY,NOT APPLICABLE,"$29,604.32 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3608242,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,220,2013
PY,NOT APPLICABLE,"$7,392.50 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3608250,501,660,6000,501 - WASTEWATER,660 - PUBLIC WORKS,6000 - ADMINISTRATION,221,2013
PY,NOT APPLICABLE,"$9,018.22 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3608256,501,660,6010,501 - WASTEWATER,660 - PUBLIC WORKS,6010 - ENGINEERING,222,2013
PY,NOT APPLICABLE,"$7,332.66 ",1105,REGULAR FULL-TIME WAGES - 1105,20120804,2013-00001051 - 3608265,601,660,6200,601 - FLEET SERVICES,660 - PUBLIC WORKS,6200 - FLEET SERVICES,223,2013
RV,NOT APPLICABLE,"$24,692.43 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20120804,2013-00001051 - 3608268,604,0,0,604 - RISK MANAGEMENT,000 - GEN,0000 - GEN,224,2013
RV,NOT APPLICABLE,"$139,555.24 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20120804,2013-00001051 - 3608386,610,0,0,610 - NORTHWEST AZ EMP BENEFIT TRUST,000 - GEN,0000 - GEN,225,2013
EX,ACTION GOLF CART RENTALS,"$17,944.31 ",4420,GOLF/UTILITY CART RENTAL - 4420,20120806,532 - 7497 - 08/06/2012 - 3716,218,650,3540,218 - SPECIAL EVENTS,650 - PARKS & REC,3540 - RIVER REGATTA,226,2013
EX,ZUBRICKS T-SHIRTS,"$16,654.05 ",6120,T-SHIRTS FOR REGATTA - 6120,20120806,3315 - 8005 - 08/06/2012 - 3699,218,650,3540,218 - SPECIAL EVENTS,650 - PARKS & REC,3540 - RIVER REGATTA,227,2013
RV,NOT APPLICABLE,"$6,856.22 ",413.1,CITY SALES TAX - 413.1000,20120807,2013-00001251 - 3614495,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,228,2013
RV,NOT APPLICABLE,"$10,110.50 ",413.1,CITY SALES TAX - 413.1000,20120807,2013-00001251 - 3614494,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,229,2013
EX,JONN'S CONSTRUCTION INC,"$13,383.01 ",4510,1473 PARK LANE-PARTIAL DRAW - 4510,20120807,18949 - 1025 - 08/07/2012 - 3565,215,663,3561,215 - HOUSING REDEVELOPMENT,663 - REDEV AND HOUSING,3561 - HOME,230,2013
EX,MOHAVE COUNTY PARKS DEPT,"$11,525.00 ",3810,NORTH/SOUTH BEACH FOR REGATTA - 3810,20120807,217 - 13-001 - 08/07/2012 - 6276,218,650,3540,218 - SPECIAL EVENTS,650 - PARKS & REC,3540 - RIVER REGATTA,231,2013
EX,SUMMERSET LANDSCAPE SERVICE,"$18,000.00 ",3230,HYDRO-SEEDING FOR PARKS - 3230,20120807,489 - 0789369 - 08/07/2012 - 6925,312,650,3554,312 - PARKS & RECREATION,650 - PARKS & REC,3554 - ROTARY PARK IMPROVEMENTS,232,2013
RV,NOT APPLICABLE,"$141,040.64 ",444.1,SEWER USER CHARGES - 444.1000,20120807,2013-00000893 - 3602474,501,0,0,501 - WASTEWATER,000 - GEN,0000 - GEN,233,2013
EX,NORTHWEST ARIZONA EMPLOYEE BENEFIT TRUST,"$20,374.90 ",3220,DENTAL AND VISION CLAIMS & PREMIUM - 3220,20120808,512 - AUG 2012 DNT/VIS - 08/08/2012 - 6776,610,618,2040,610 - NORTHWEST AZ EMP BENEFIT TRUST,618 - PERS ADMIN,2040 - HUMAN RESOURCES,234,2013
EX,NORTHWEST ARIZONA EMPLOYEE BENEFIT TRUST,"$222,267.85 ",3220,MEDICAL CLAIMS & PREMIUM - 3220,20120808,512 - AUG 2012 MEDICAL - 08/08/2012 - 6776,610,618,2040,610 - NORTHWEST AZ EMP BENEFIT TRUST,618 - PERS ADMIN,2040 - HUMAN RESOURCES,235,2013
EX,NORTHWEST ARIZONA EMPLOYEE BENEFIT TRUST,"$29,419.46 ",3430,MEDICAL CLAIMS & PREMIUM - 3430,20120808,512 - AUG 2012 MEDICAL - 08/08/2012 - 6777,610,618,2040,610 - NORTHWEST AZ EMP BENEFIT TRUST,618 - PERS ADMIN,2040 - HUMAN RESOURCES,236,2013
EX,ALBERT HOLLER & ASSOCIATES,"$5,000.00 ",3205,AUDITING AND CANVASSING SERVICES - 3205,20120809,5353 - JULY 2012 - 08/09/2012 - 1207,101,615,2510,101 - GENERAL ,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,237,2013
RV,NOT APPLICABLE,"$7,740.00 ",447.11,RIVER REGATTA FEES - 447.1100,20120809,2013-00001067 - 3609477,218,0,0,218 - SPECIAL EVENTS,000 - GEN,0000 - GEN,238,2013
