Transaction Type,Payee/Customer/Vendor Name,Amount,Object,Transaction Description,Posting Date,Transaction ID,Fund,Dept,Div,Fund1,Dept1,Div1,Record Number,Fiscal Year,Entity Name,Organization Level 1 Name,Organization Level 2 Name,Payee DBA Name,Vendor ID Code,Transaction Reference ID,Contract Name,Contract Number,Payment Method,Dept_Name,Year,Fund_Name
EX,MOHAVE ELECTRIC COOPERATIVE INC,"$34,715.16 ",7320,COST ESTIMATE FOR ELECTRIC SERVICE RP NORTH FIELD LIGHTING - 7320,20170525,1318 - WO 2017202 - 05/25/2017 - 4518,312,700,3554,312 - PARKS & RECREATION,700 - CAPITAL OUTLAY,3554 - ROTARY PARK IMPROVEMENTS,349,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,1318,3020787,NULL,NULL,CHECK,Capital Outlay,2017,PARKS & RECREATION
EX,"MUSCO SPORTS LIGHTING,INC.","$409,830.00 ",7320,LIGHTING PROJECT BILLING FOR ROTARY PARK NORTH SOCCER FIELDS - 7320,20170607,3477 - 296412 - 06/07/2017 - 4518,312,700,3554,312 - PARKS & RECREATION,700 - CAPITAL OUTLAY,3554 - ROTARY PARK IMPROVEMENTS,496,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,MUSCO SPORTS LIGHTING LLC,3477,3020980,NULL,2017-00000171,CHECK,Capital Outlay,2017,PARKS & RECREATION
EX,TRI-R CONSTRUCTION ,"$9,900.00 ",7320,TRUCK RENTAL FOR SECTON 12 MATERIAL HAULING 17-C-001 - 7320,20170929,6536 - 6197 - 09/29/2017 - 4513,312,700,3551,312 - PARKS & RECREATION,700 - CAPITAL OUTLAY,3551 - COMMUNITY PARK IMPRVMTS,1388,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,6536,3022753,NULL,NULL,CHECK,Capital Outlay,2017,PARKS & RECREATION
EX,VEGAS ELECTRIC SUPPLY COMPANY,"$14,842.88 ",7320,STR THHN BLACK - 7320,20170630,1509 - 0944-504605 - 06/30/2017 - 4518,312,700,3554,312 - PARKS & RECREATION,700 - CAPITAL OUTLAY,3554 - ROTARY PARK IMPROVEMENTS,681,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,1509,3021535,NULL,NULL,CHECK,Capital Outlay,2017,PARKS & RECREATION
EX,VEGAS ELECTRIC SUPPLY COMPANY,"$6,378.25 ",7320,SWITCH GEAR GRAFCX - 7320,20170630,1509 - 0944-504531 - 06/30/2017 - 4518,312,700,3554,312 - PARKS & RECREATION,700 - CAPITAL OUTLAY,3554 - ROTARY PARK IMPROVEMENTS,680,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,1509,3021535,NULL,NULL,CHECK,Capital Outlay,2017,PARKS & RECREATION
EX,VEGAS ELECTRIC SUPPLY COMPANY,"$9,942.85 ",7320,"THWN BLK,STRANDED BLK,XFORMER,MAIN LD-CNTR,MAIN BREAKER KIT - 7320",20170630,1509 - 0944-504755 - 06/30/2017 - 4518,312,700,3554,312 - PARKS & RECREATION,700 - CAPITAL OUTLAY,3554 - ROTARY PARK IMPROVEMENTS,682,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,1509,3021535,NULL,NULL,CHECK,Capital Outlay,2017,PARKS & RECREATION
EX,AMERICAN PAVEMENT PRESERVATION LLC,"$180,063.65 ",7340,NSIP 28 TRAFFIC CONTROL AND MICRO-SURFACING APPLICATION #1 - 7340,20170412,88 - 9681 - 04/12/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,61,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,88,4011324,NULL,2017-00000143,EFT,Capital Outlay,2017,TRANSPORTATION
EX,ERGON ASPHALT & EMULSIONS INC,"$11,540.71 ",7340,LMCQS-1H 3.0L AND FEDERAL ENVMT. FEE - 7340,20170612,988 - 9401642984 - 06/12/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,509,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,988,3021111,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,ERGON ASPHALT & EMULSIONS INC,"$6,992.79 ",7340,"LMCQS-1H 3.0L, FEDERAL ENVMT. FEE - 7340",20170630,988 - 9401660403 - 06/30/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,683,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,988,3021494,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,ERGON ASPHALT & EMULSIONS INC,"$11,048.70 ",7340,MICRO SUFACING EMULSION FOR NSIP 28 - 7340,20170419,988 - 9401611819 - 04/19/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,78,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,988,3020279,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,ERGON ASPHALT & EMULSIONS INC,"$11,387.18 ",7340,MICRO SURFACING EMULSION FOR NSIP - 7340,20170414,988 - 9401609569 - 04/14/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,65,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,988,3020279,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,ERGON ASPHALT & EMULSIONS INC,"$11,890.05 ",7340,MICRO SURFACING EMULSION FOR NSIP - 7340,20170424,988 - 9401613205 - 04/24/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,118,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,988,3020555,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,ERGON ASPHALT & EMULSIONS INC,"$12,992.51 ",7340,MICRO SURFACING EMULSION FOR NSIP 28 - 7340,20170411,988 - 9401607578 - 04/11/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,57,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,988,3020184,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,ERGON ASPHALT & EMULSIONS INC,"$12,238.19 ",7340,MICRO SURFACING EMULSION FOR NSIP 28 - 7340,20170508,988 - 9401615648 - 05/08/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,261,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,988,3020555,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,ERGON ASPHALT & EMULSIONS INC,"$12,155.99 ",7340,MICRO SURFACING EMULSION FOR NSIP 28 - 7340,20170508,988 - 9401616497 - 05/08/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,262,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,988,3020555,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,ERGON ASPHALT & EMULSIONS INC,"$10,502.32 ",7340,MICRO SURFACING EMULSION FOR NSIP 28 - 7340,20170515,988 - 9401619746 - 05/15/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,282,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,988,3020769,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,ERGON ASPHALT & EMULSIONS INC,"$12,238.19 ",7340,MICRO SURFACING EMULSION FOR NSIP 28 - 7340,20170516,988 - 9401622591 - 05/16/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,287,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,988,3020769,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,ERGON ASPHALT & EMULSIONS INC,"$13,147.24 ",7340,"MICRO SURFACING EMULSION, FEDERAL ENVMT. FEE - 7340",20170519,988 - 9401625226 - 05/19/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,298,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,988,3020950,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,ERGON ASPHALT & EMULSIONS INC,"$12,006.09 ",7340,"MICRO SURFACING EMULSION, FEDERAL ENVMT. FEE - 7340",20170522,988 - 9401627721 - 05/22/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,335,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,988,3020950,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,ERGON ASPHALT & EMULSIONS INC,"$10,443.35 ",7340,"MICRO SURFACING EMULSION, FEDERAL ENVMT. FEE - 7340",20170524,988 - 9401631423 - 05/24/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,346,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,988,3020950,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,ERGON ASPHALT & EMULSIONS INC,"$12,858.82 ",7340,"MICRO SURFACING EMULSION, FEDERAL ENVMT. FEE - 7340",20170601,988 - 9401635946 - 06/01/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,441,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,988,3020950,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,ERGON ASPHALT & EMULSIONS INC,"$12,991.87 ",7340,"MICRO SURFACING EMULSION, FEDERAL ENVMT. FEE - 7340",20170607,988 - 9401638278 - 06/07/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,497,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,988,3021111,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,"KIMLEY-HORN & ASSOCIATES, INC.","$7,190.00 ",7345,"CONSULTING ENGINEERING SERVICE THROUGH APRIL 30, 2017 - 7345",20170531,15641 - 9281330 - 05/31/2017 - 4568,313,700,6106,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6106 - TRAFFIC SIGNAL IMPROVEMNT,407,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,15641,3020867,NULL,2017-00000104,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,"KIMLEY-HORN & ASSOCIATES, INC.","$10,241.00 ",7345,CONSULTING ENGINEERING SERVICES THROUGH 03/31/17 - 7345,20170426,15641 - 9196601 - 04/26/2017 - 4568,313,700,6106,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6106 - TRAFFIC SIGNAL IMPROVEMNT,129,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,15641,3020379,NULL,2017-00000104,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,"KIMLEY-HORN & ASSOCIATES, INC.","$5,281.50 ",7345,"CONSULTING SERVICES FOR SR95/CORWIN SIGNAL THROUGH MAY 31, 2017 - 7345",20170630,15641 - 9460507 - 06/30/2017 - 4568,313,700,6106,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6106 - TRAFFIC SIGNAL IMPROVEMNT,684,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,15641,3021681,NULL,2017-00000104,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,"KIMLEY-HORN & ASSOCIATES, INC.","$12,023.50 ",7345,SERVICES THROUGH 06/30/17 FOR TRAFFICE SIGNAL AT CORWIN & HWY 95 - 7345,20170630,15641 - 9718251 - 06/30/2017 - 4568,313,700,6106,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6106 - TRAFFIC SIGNAL IMPROVEMNT,685,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,15641,3022550,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,MOHAVE ELECTRIC COOPERATIVE INC,"$7,387.11 ",7345,ELECTRIC SERVICE FOR HIGHWAY 95 AND CORWIN ROAD TRAFFIC SIGNAL - 7345,20170922,1318 - 082517 - 09/22/2017 - 4568,313,700,6106,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6106 - TRAFFIC SIGNAL IMPROVEMNT,1322,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,1318,3022593,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,THATCHER COMPANY OF ARIZONA,"$5,437.15 ",7340,SLURRY ALUMINUM SULFATE - 7340,20170518,2022 - 742935 - 05/18/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,297,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,2022,3020817,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,TRAFFIC SAFETY INC,"$9,058.90 ",7340,STRIPING FOR NSIP PROJECT - 7340,20170530,4228 - 3690 - 05/30/2017 - 4567,313,700,6105,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6105 - ANNUAL STREET MAINTENANCE,360,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,4228,3021012,NULL,NULL,CHECK,Capital Outlay,2017,TRANSPORTATION
EX,INNOVATIVE MECHANICAL SYSTEMS INC,"$93,400.00 ",7320,CITY HALL WEST HVAC REPLACEMENT 17-C-005 - 7320,20171214,20268 - 3889 - 12/14/2017 - 4640,314,700,3571,314 - MUNICIPAL FACILITIES,700 - CAPITAL OUTLAY,3571 - FACILITY IMPROVEMENTS,1947,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,20268,3023716,NULL,2018-00000029,CHECK,Capital Outlay,2017,MUNICIPAL FACILITIES
EX,"ANDERSON-NELSON, INC.","$235,000.00 ",7340,ENGINEERING SERVICES FOR LAUGHLIN RANCH BLVD PROJECT 17-E-011 - 7340,20171116,1831 - 27850 - 11/16/2017 - 10466,317,700,6184,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,1737,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,1831,3023289,NULL,2018-00000066,CHECK,Capital Outlay,2017,LAUGHLIN RANCH ID
EX,"ANDERSON-NELSON, INC.","$37,168.25 ",7340,LAUGHLIN RANCH IMPROVEMENT CONSTRUCTION STAKING & MANAGEMENT - 7340,20180313,1831 - 27911 - 03/13/2018 - 10466,317,700,6184,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,2605,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,1831,3024857,NULL,2018-00000099,CHECK,Capital Outlay,2018,LAUGHLIN RANCH ID
EX,"GREENBERG TRAURIG,","$101,879.34 ",7340,BOND COUNSEL FEE AND EXPENSES - 7340,20171220,5328 - 2018-00000733 - 12/20/2017 - 10466,317,700,6184,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,2011,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,5328,4012416,NULL,NULL,EFT,Capital Outlay,2017,LAUGHLIN RANCH ID
EX,GUST ROSENFELD P.L.C.,"$25,000.00 ",7340,UNDERWRITER'S COUNSEL - 7340,20171220,2452 - 2018-00000734 - 12/20/2017 - 10466,317,700,6184,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,2012,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,2452,4012417,NULL,NULL,EFT,Capital Outlay,2017,LAUGHLIN RANCH ID
EX,MCCORMICK CONSTRUCTION CO,"$712,427.66 ",7340,LAUGHLIN RANCH BOULEVARD IMPROVEMENT APPLICATION NO: 1 - 7340,20180213,1307 - 2018-00000794 - 02/13/2018 - 10466,317,700,6184,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,2412,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,1307,3024527,NULL,2018-00000080,CHECK,Capital Outlay,2018,LAUGHLIN RANCH ID
EX,MCCORMICK CONSTRUCTION CO,"$215,410.47 ",7340,LAUGHLIN RANCH BOULEVARD IMPROVEMENT APPLICATION NO: 2 - 7340,20180308,1307 - 2 - 03/08/2018 - 10466,317,700,6184,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,2562,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,1307,3024809,NULL,2018-00000080,CHECK,Capital Outlay,2018,LAUGHLIN RANCH ID
EX,MOHAVE ELECTRIC COOPERATIVE INC,"$15,900.62 ",7340,ELECTRIC SERVICE FOR LAUGHLIN RANCH BLVD EXTENSION ID 17-E-011 - 7340,20171120,1318 - 2017431 - 11/20/2017 - 10466,317,700,6184,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,1783,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,1318,3023429,NULL,NULL,CHECK,Capital Outlay,2017,LAUGHLIN RANCH ID
EX,MOHAVE ELECTRIC COOPERATIVE INC,"$34,638.80 ",7340,LAUGHLIN RANCH BLVD EXTENSION WORK ORDER #2017430 - 7340,20171128,1318 - 2017430 - 11/28/2017 - 10466,317,700,6184,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,1804,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,1318,3023536,NULL,NULL,CHECK,Capital Outlay,2017,LAUGHLIN RANCH ID
EX,"POOLER, J R","$20,000.00 ",7340,LAUGHLIN RANCH BLVD IMPROVEMENTS PROJECT 17-E-011 - 7340,20171116,20306 - 17006 - 11/16/2017 - 10466,317,700,6184,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,1738,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,20306,3023361,NULL,2017-00000198,CHECK,Capital Outlay,2017,LAUGHLIN RANCH ID
EX,S&P GLOBAL RATINGS,"$10,734.00 ",7340,ANALYTICAL SERVICES RENDERED LAUGHLIN RANCH IMP DISTRICT - 7340,20171220,20315 - 11340778 - 12/20/2017 - 10466,317,700,6184,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,2013,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,20315,4012414,NULL,NULL,EFT,Capital Outlay,2017,LAUGHLIN RANCH ID
EX,SOUTHWEST GAS CORPORATION,"$28,300.03 ",7340,LAUGHLIN RANCH BLVD LINE RELOCATION AGREEMENT #3498281 - 7340,20180110,1467 - 3498281 - 01/10/2018 - 10466,317,700,6184,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,2160,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,1467,3024230,NULL,NULL,CHECK,Capital Outlay,2018,LAUGHLIN RANCH ID
EX,STIFEL NICOLAUS & COMPANY,"$26,916.00 ",7340,LAUGHLIN RANCH BLVD IMP DIST OFFICIAL STATEMENTS - 7340,20171220,866 - AZ1712008 - 12/20/2017 - 10466,317,700,6184,317 - LAUGHLIN RANCH ID,700 - CAPITAL OUTLAY,6184 - LRB SPECIAL DISTRICT,2014,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,866,4012415,NULL,NULL,EFT,Capital Outlay,2017,LAUGHLIN RANCH ID
EX,BORDER STATES ELECTRIC SUPPLY,"$7,050.22 ",7410,"COMPACTLOGIX 5332E, 16 POINT STOCK BASE, ETC. - 7410",20170516,3327 - 912907726 - 05/16/2017 - 5326,501,700,6400,501 - WASTEWATER OPS,700 - CAPITAL OUTLAY,6400 - WASTEWATER,288,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,3327,3020655,NULL,NULL,CHECK,Capital Outlay,2017,WASTEWATER OPS
EX,BORDER STATES ELECTRIC SUPPLY,"$29,206.02 ",7410,MCC2100SCII ALLEN BRADLEY CENTERLINE 2100 MCC #600AMP RATED - 7410,20170522,3327 - 912961614 - 05/22/2017 - 5326,501,700,6400,501 - WASTEWATER OPS,700 - CAPITAL OUTLAY,6400 - WASTEWATER,336,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,3327,3020757,NULL,NULL,CHECK,Capital Outlay,2017,WASTEWATER OPS
EX,EMPIRE SOUTHWEST LLC,"$129,979.72 ",7410,2018 CATERPILLAR MODEL 420F2 BACKHOE W/BUCKETS & THUMB - 7410,20180328,1191 - EMSL00052033 - 03/28/2018 - 5326,501,700,6400,501 - WASTEWATER OPS,700 - CAPITAL OUTLAY,6400 - WASTEWATER,2677,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,1191,3025070,NULL,NULL,CHECK,Capital Outlay,2018,WASTEWATER OPS
EX,PIONEER EQUIPMENT INC,"$32,749.80 ",7410,"RAS PUMP COMPLETE WITH MOTOR, MOUNTING BASE & COUPLING GUARD - 7410",20170426,96 - 151644 - 04/26/2017 - 5326,501,700,6400,501 - WASTEWATER OPS,700 - CAPITAL OUTLAY,6400 - WASTEWATER,131,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,96,3020393,NULL,NULL,CHECK,Capital Outlay,2017,WASTEWATER OPS
EX,AZ EQUIPMENT PARTS,"$6,558.00 ",7350,CUSTOM DESIGN FAB STEEL SPECS SHADE STRUCTURES - 7350,20170829,20176 - 2970 - 08/29/2017 - 5467,520,700,6404,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,1172,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,20176,3022168,NULL,NULL,CHECK,Capital Outlay,2017,SEWER DEVELOPMENT
EX,AZCA DRILLING & PUMP INC,"$145,800.00 ",7350,SECTION 10 WWTP EFFLUENT INJECTION WELL DRILLING - 7350,20170509,212 - 1 - 05/09/2017 - 5467,520,700,6404,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,266,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,212,3020538,NULL,2017-00000131,CHECK,Capital Outlay,2017,SEWER DEVELOPMENT
EX,BORDER STATES ELECTRIC SUPPLY,"$33,688.04 ",7350,MATERIALS NEEDED FOR SECTION 10 WWTP INJECTION WELL - 7350,20170517,3327 - 912788562 - 05/17/2017 - 5467,520,700,6404,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,293,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,3327,3020655,NULL,NULL,CHECK,Capital Outlay,2017,SEWER DEVELOPMENT
EX,ECOVERDE LLC,"$50,550.00 ",7410,"EG-6.1T ODOR CONTROL SYSTEM, LABOR/ASSESMBLY/STARTUP - 7410",20170630,683 - 1-062017 - 06/30/2017 - 9303,520,700,6499,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6499 - MISC SEWER IMPROVEMENTS,697,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,683,3021410,NULL,NULL,CHECK,Capital Outlay,2017,SEWER DEVELOPMENT
EX,HACH COMPANY,"$9,496.90 ",7350,DB TS-LINE SC/IMMERSION 50G/L WIPER SS - 7350,20170818,1239 - 10563629 - 08/18/2017 - 5470,520,700,6406,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6406 - SECT18 TRTMNT PLNT IMPRV,1106,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,1239,3022115,NULL,NULL,CHECK,Capital Outlay,2017,SEWER DEVELOPMENT
EX,HACH COMPANY,"$18,311.68 ",7350,"KTO: FT660SC W/SC200 2CH, CHLORINE ANALYZER FOR SECTION 18 PLANT - 7350",20170811,1239 - 10550958 - 08/11/2017 - 5470,520,700,6406,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6406 - SECT18 TRTMNT PLNT IMPRV,1045,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,1239,3021990,NULL,NULL,CHECK,Capital Outlay,2017,SEWER DEVELOPMENT
EX,HYDROSYSTEMS INC,"$6,720.50 ",7350,OPERATION & MAINTENANCE SUPPORT THROUGH 11/30/17 - 7350,20171218,6758 - 17-798.1 - 12/18/2017 - 5467,520,700,6404,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,1994,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,6758,3023837,NULL,2018-00000075,CHECK,Capital Outlay,2017,SEWER DEVELOPMENT
EX,HYDROSYSTEMS INC,"$11,658.30 ",7350,OPERATION AND MAINTENANCE SUPPORT THROUGH 12/31/17 - 7350,20180116,6758 - 17-798.2 - 01/16/2018 - 5467,520,700,6404,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,2215,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,6758,3024135,NULL,2018-00000075,CHECK,Capital Outlay,2018,SEWER DEVELOPMENT
EX,HYDROSYSTEMS INC,"$5,073.50 ",7350,SECTION 10 WWTP EFFLUENT INJECTION WELLS - 7350,20170515,6758 - 15-741.8 - 05/15/2017 - 5467,520,700,6404,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,281,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,6758,3020689,NULL,2016-00000073,CHECK,Capital Outlay,2017,SEWER DEVELOPMENT
EX,HYDROSYSTEMS INC,"$8,214.59 ",7350,SECTION 10 WWTP EFFLUENT INJECTION WELLS PROJECT - 7350,20171106,6758 - 17-786.5 - 11/06/2017 - 5467,520,700,6404,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,1710,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,6758,3023232,NULL,NULL,CHECK,Capital Outlay,2017,SEWER DEVELOPMENT
EX,HYDROSYSTEMS INC,"$10,277.86 ",7350,SECTION 10 WWTP EFFLUENT INJECTION WELLS THROUGH 08/31/17  - 7350,20171004,6758 - 17-786.4 - 10/04/2017 - 5467,520,700,6404,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,1450,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,6758,3022723,NULL,NULL,CHECK,Capital Outlay,2017,SEWER DEVELOPMENT
